Gene	Chr_Pos	UniProtID	Descriptor	EC
AASDHPPT	11q22.3	Q9NRN7	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT) (LYS5 ortholog) [CGI-80] [HAH-P] [HSPC223] [x0005]	EC 2.7.8.7
ACAD8	11q25	Q9UKU7	Isobutyryl-CoA dehydrogenase, mitochondrial precursor (IBDH) (Activator-recruited cofactor 42 kDa component) (ARC42) (Acyl-CoA dehydrogenase family member 8) (ACAD-8) [ARC42] [IBD]	EC 1.3.8.5
ACAT1	11q22.3-q23.1	P24752	acetyltransferase, mitochondrial precursor (Acetoacetyl-CoA thiolase) (T2) [ACAT] [MAT]	EC 2.3.1.9
ACER3	11q13.3	Q9NUN7	Alkaline ceramidase 3 (AlkCDase 3) (Alkaline CDase 3) (Alkaline dihydroceramidase SB89) (Alkaline phytoceramidase) (aPHC) [APHC] [PHCA]	EC 3.5.1.23
ACP2	11p11.11-p11.2	P11117	acid phosphatase precursor (LAP)	EC 3.1.3.2
ACY3	11q13.2	Q96HD9	acid amidohydrolase (carboxylate-forming) (Acylase III) (Aminoacylase-3) (ACY-3) (Aspartoacylase-2) (Hepatitis C virus core-binding protein 1) (HCBP1) (HCV core-binding protein 1) [ASPA2]	EC 3.5.1.114
ALDH3B1	11q13	P43353	Aldehyde dehydrogenase family 3 member B1 precursor (Aldehyde dehydrogenase 7) (Long-chain fatty aldehyde dehydrogenase) (Medium-chain fatty aldehyde dehydrogenase) [ALDH7]	EC 1.2.1.48
ALDH3B2	11q13	P48448	Aldehyde dehydrogenase family 3 member B2 precursor (ALDH3B2) (Aldehyde dehydrogenase 8) (Long-chain fatty aldehyde dehydrogenase) [ALDH8]	EC 1.2.1.48
ALG8	11pter-p15.5	Q9BVK2	pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (Asparagine-linked glycosylation protein 8 homolog) (Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase) [HUSSY-02]	EC 2.4.1.265
ALG9	11q23	Q9H6U8	ALG9 (Asparagine-linked glycosylation protein 9 homolog) (Disrupted in bipolar disorder protein 1) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) [DIBD1]	EC 2.4.1.261
ALKBH3	11p11.2	Q96Q83	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 (Alkylated DNA repair protein alkB homolog 3) (hABH3) (DEPC-1) (Prostate cancer antigen 1) [ABH3] [DEPC1]	EC 1.14.11.54
ALKBH8	11q22.3	Q96BT7	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase ALKBH8 (Alkylated DNA repair protein alkB homolog 8) (Alpha-ketoglutarate-dependent dioxygenase ALKBH8) (S-adenosyl-L-methionine-dependent tRNA methyltransferase ALKBH8) [ABH8]	EC 2.1.1.229
AMPD3	11pter-p13	Q01432	AMP deaminase 3 (AMP deaminase isoform E) (Erythrocyte AMP deaminase)	EC 3.5.4.6
ANKK1	11q23.2	Q8NFD2	Ankyrin repeat and protein kinase domain-containing protein 1 (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase) [PKK2] [SGK288]	EC 2.7.11.1
APIP	11p13	Q96GX9	dehydratase (MTRu-1-P dehydratase) (APAF1-interacting protein) (hAPIP) [CGI-29]	EC 4.2.1.109
ART1	11p15	P52961	NAD(P)(+)--arginine ADP-ribosyltransferase 1 precursor (ADP-ribosyltransferase C2 and C3 toxin-like 1) (ARTC1) (Mono(ADP-ribosyl)transferase 1) (CD296 antigen)	EC 2.4.2.31
ART5	11p15.4	Q96L15	5 precursor (ADP-ribosyltransferase C2 and C3 toxin-like 5) (ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5) [UNQ575/PRO1137]	EC 2.4.2.31
ASRGL1	11q12.3	Q7L266	Isoaspartyl peptidase/L-asparaginase precursor (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Contains: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain] [ALP] [CRASH]	EC 3.5.1.1
ATM	11q22-q23	Q13315	kinase ATM (Ataxia telangiectasia mutated) (A-T mutated)	EC 2.7.11.1
B3GAT1	11q25	Q9P2W7	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P) [GLCATP]	EC 2.4.1.135
B3GAT3	11q13.1	O94766	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)	EC 2.4.1.135
B3GNT6	11q13.4	Q6ZMB0	Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase (Core 3 synthase) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6) (BGnT-6) (Beta-1,3-Gn-T6) (Beta-1,3-N-acetylglucosaminyltransferase 6) (Beta3Gn-T6)	EC 2.4.1.147
B4GALNT4	11p15.5	Q76KP1	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)	EC 2.4.1.244
BACE1	11q23.3-q24.1	P56817	Beta-secretase 1 precursor (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2) [BACE] [KIAA1149]	EC 3.4.23.46
BBOX1	11p13	O75936	dioxygenase (Gamma-butyrobetaine hydroxylase) (Gamma-BBH) (Gamma-butyrobetaine,2-oxoglutarate dioxygenase) [BBH] [BBOX]	EC 1.14.11.1
BCO2	11q22.3-q23.1	Q9BYV7	Carotenoid-cleaving dioxygenase, mitochondrial (B-diox-II) (Beta,beta-carotene 9',10'-oxygenase) (Beta-carotene dioxygenase 2) [BCDO2]	EC 1.13.11.71
BIRC2	11q22	Q13490	Baculoviral IAP repeat-containing protein 2 (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2) [API1] [MIHB] [RNF48]	EC 2.3.2.27
BIRC3	11q22	Q13489	Baculoviral IAP repeat-containing protein 3 (Apoptosis inhibitor 2) (API2) (Cellular inhibitor of apoptosis 2) (C-IAP2) (IAP homolog C) (Inhibitor of apoptosis protein 1) (hIAP-1) (hIAP1) (RING finger protein 49) (RING-type E3 ubiquitin transferase BIRC3) (TNFR2-TRAF-signaling complex protein 1) [API2] [MIHC] [RNF49]	EC 2.3.2.27
BRSK2	11p15.5	Q8IWQ3	Serine/threonine-protein kinase BRSK2 (Brain-selective kinase 2) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase 29) (Serine/threonine-protein kinase SAD-A) [C11orf7] [PEN11B] [SADA] [STK29] [HUSSY-12]	EC 2.7.11.26
CAPN1	11q13	P07384	catalytic subunit (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP) [CANPL1] [PIG30]	EC 3.4.22.52
CARNS1	11q13.1	A5YM72	Carnosine synthase 1 (ATP-grasp domain-containing protein 1) [ATPGD1] [KIAA1394]	EC 6.3.2.11
CARS1	11p15.4	P49589	ligase, cytoplasmic (Cysteinyl-tRNA synthetase) (CysRS) [CARS]	EC 6.1.1.16
CASP1	11q23	P29466	Caspase-1 precursor (CASP-1) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Contains: Caspase-1 subunit p20; Caspase-1 subunit p10] [IL1BC] [IL1BCE]	EC 3.4.22.36
CASP4	11q22.2-q22.3	P49662	Caspase-4 precursor (CASP-4) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Contains: Caspase-4 subunit p10; Caspase-4 subunit p20] [ICH2]	EC 3.4.22.57
CASP5	11q22.2-q22.3	P51878	Caspase-5 precursor (CASP-5) (ICE(rel)-III) (Protease ICH-3) (Protease TY) [Contains: Caspase-5 subunit p20; Caspase-5 subunit p10] [ICH3]	EC 3.4.22.58
CAT	11p13	P04040		EC 1.11.1.6
CBL	11q23.3	P22681	ubiquitin-protein ligase CBL (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL) [CBL2] [RNF55]	EC 2.3.2.27
CDC42BPG	11q13	Q6DT37	Serine/threonine-protein kinase MRCK gamma (CDC42-binding protein kinase gamma) (DMPK-like gamma) (Myotonic dystrophy kinase-related CDC42-binding kinase gamma) (MRCK gamma) (MRCKG) (Myotonic dystrophy protein kinase-like gamma) (Myotonic dystrophy protein kinase-like alpha) [DMPK2]	EC 2.7.11.1
CHEK1	11q24	O14757	kinase Chk1 (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1) [CHK1]	EC 2.7.11.1
CHKA	11cen-q12.1	P35790	kinase alpha (CK) (CHETK-alpha) (Ethanolamine kinase) (EK) [CHK] [CKI]	EC 2.7.1.82
CHST1	11p11.1-p11.2	O43916	Carbohydrate sulfotransferase 1 (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 1) (GST-1) (Keratan sulfate Gal-6 sulfotransferase) (KS6ST) (KSGal6ST) (KSST)	EC 2.8.2.21
CLP1	11q12	Q92989	5'-hydroxyl-kinase Clp1 (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1) [HEAB]	EC 2.7.1.78
CPT1A	11q13.1-q13.5	P50416	Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A) (Succinyltransferase CPT1A) [CPT1]	EC 2.3.1.21
CSNK2A3	11p15.3	Q8NEV1	II subunit alpha 3 (CK II alpha 3) (Casein kinase II alpha 1 polypeptide pseudogene) [CSNK2A1P]	EC 2.7.11.1
CTSC	11q14.1-q14.3	P53634	peptidase 1 precursor (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Contains: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)] [CPPI]	EC 3.4.14.1
CTSD	11p15.5	P07339	D precursor [Contains: Cathepsin D light chain; Cathepsin D heavy chain] [CPSD]	EC 3.4.23.5
CTSF	11q13	Q9UBX1	F precursor (CATSF)	EC 3.4.22.41
CYB561A3	11q12.2	Q8NBI2	Lysosomal membrane ascorbate-dependent ferrireductase CYB561A3 (Cytochrome b ascorbate-dependent protein 3) (Cytochrome b561 family member A3) (Lysosomal cytochrome b) (LCytb) [CYBASC3] [PSEC0259]	EC 7.2.1.3
CYB5R2	11p15.4	Q6BCY4	NADH-cytochrome b5 reductase 2 (b5R.2)	EC 1.6.2.2
CYP2R1	11p15.2	Q6VVX0	Vitamin D 25-hydroxylase precursor (Cytochrome P450 2R1)	EC 1.14.14.24
DAGLA	11q12.3	Q9Y4D2	lipase-alpha (DAGL-alpha) (DGL-alpha) (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha) [C11orf11] [KIAA0659] [NSDDR]	EC 3.1.1.116
DCPS	11q24.2	Q96C86	diphosphatase (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS) [DCS1] [HINT5] [HSPC015]	EC 3.6.1.59
DDX10	11q22-q23	Q13206	Probable ATP-dependent RNA helicase DDX10 (DEAD box protein 10)	EC 3.6.4.13
DDX25	11q24	Q9UHL0	ATP-dependent RNA helicase DDX25 (DEAD box protein 25) (Gonadotropin-regulated testicular RNA helicase) [GRTH]	EC 3.6.4.13
DDX6	11q23.3	P26196	ATP-dependent RNA helicase DDX6 (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK) [HLR2] [RCK]	EC 3.6.4.13
DGAT2	11q13.5	Q96PD7	Diacylglycerol O-acyltransferase 2 (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (Diglyceride acyltransferase 2) [HMFN1045] [UNQ738/PRO1433]	EC 2.3.1.76
DGKZ	11p11.2	Q13574	kinase zeta (DAG kinase zeta) (Diglyceride kinase zeta) (DGK-zeta) [DAGK6]	EC 2.7.1.93
DHCR7	11q13.2-q13.5	Q9UBM7	7-dehydrocholesterol reductase (7-DHC reductase) (Cholesterol-5,6-epoxide hydrolase subunit DHCR7) (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2) [D7SR]	EC 3.3.2.11
DLAT	11q23.1	P10515	acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial precursor (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2) [DLTA]	EC 2.3.1.12
DPAGT1	11q23.3	Q9H3H5	N-acetylglucosaminephosphotransferase (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) [DPAGT2]	EC 2.7.8.15
DPP3	11q12-q13.1	Q9NY33	peptidase 3 (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	EC 3.4.14.4
DTX4	11q12.2	Q9Y2E6	ubiquitin-protein ligase DTX4 (Protein deltex-4) (Deltex4) (RING finger protein 155) (RING-type E3 ubiquitin transferase DTX4) [KIAA0937] [RNF155]	EC 2.3.2.27
DUSP8	11p15.5	Q13202	specificity protein phosphatase 8 (Dual specificity protein phosphatase hVH-5) [C11orf81] [VH5]	EC 3.1.3.48
EIF3F	11p15	O00303	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47) [EIF3S5]	EC 3.4.19.12
ERVK-25	11q22.1	P63125	group K member 25 Pro protein (HERV-K_11q22.1 provirus ancestral Pro protein) (Protease) (Proteinase) (PR)	EC 3.4.23.50
ERVK-25	11q22.1	P63136	group K member 25 Pol protein (HERV-K_11q22.1 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT); Ribonuclease H (RNase H); Integrase (IN)]	EC 3.1.26.4
EXT2	11p11-p12	Q93063	(Exostosin glycosyltransferase 2) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Heparan sulfate co-polymerase subunit EXT1) (Multiple exostoses protein 2)	EC 2.4.1.224
F2	11p11-q12	P00734	precursor (Coagulation factor II) [Contains: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	EC 3.4.21.5
FADS1	11q12-q13.1	O60427	Acyl-CoA (8-3)-desaturase (Delta(5) fatty acid desaturase) (D5D) (Delta(5) desaturase) (Delta-5 desaturase) (Fatty acid desaturase 1) [FADSD5]	EC 1.14.19.44
FADS2	11q12-q13.1	O95864	Acyl-CoA 6-desaturase (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	EC 1.14.19.3
FAR1	11p15.2	Q8WVX9	Fatty acyl-CoA reductase 1 (FAR1) (Male sterility domain-containing protein 2) [MLSTD2] [UNQ2423/PRO4981]	EC 1.2.1.84
FKBP2	11q13.1-q13.3	P26885	Peptidyl-prolyl cis-trans isomerase FKBP2 precursor (PPIase FKBP2) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase) [FKBP13]	EC 5.2.1.8
FOLH1	11p11.2	Q04609	Glutamate carboxypeptidase 2 (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase) [FOLH] [NAALAD1] [PSM] [PSMA] [GIG27]	EC 3.4.17.21
FTH1	11q13	P02794	heavy chain (Ferritin H subunit) (Cell proliferation-inducing gene 15 protein) [Contains: Ferritin heavy chain, N-terminally processed] [FTH] [FTHL6] [OK/SW-cl.84] [PIG15]	EC 1.16.3.1
FUT4	11q12-qter	P22083	4 (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (ELAM-1 ligand fucosyltransferase) (Fucosyltransferase 4) (Fucosyltransferase IV) (Fuc-TIV) (FucT-IV) (Galactoside 3-L-fucosyltransferase) [ELFT] [FCT3A]	EC 2.4.1.152
GALNT18	11p15.3	Q6P9A2	Polypeptide N-acetylgalactosaminyltransferase 18 (Polypeptide GalNAc transferase 18) (GalNAc-T18) (Polypeptide GalNAc transferase-like protein 4) (GalNAc-T-like protein 4) (pp-GaNTase-like protein 4) (Polypeptide N-acetylgalactosaminyltransferase-like protein 4) (Protein-UDP acetylgalactosaminyltransferase-like protein 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 4) [GALNTL4]	EC 2.4.1.41
GANAB	11q12.3	Q14697	Neutral alpha-glucosidase AB precursor (Alpha-glucosidase 2) (Glucosidase II subunit alpha) [G2AN] [KIAA0088]	EC 3.2.1.207
GDPD5	11q13.4	Q8WTR4	Glycerophosphodiester phosphodiesterase domain-containing protein 5 (Glycerophosphocholine phosphodiesterase GDPD5) (Glycerophosphodiester phosphodiesterase 2) (Phosphoinositide phospholipase C GDPD5) [GDE2] [PP6037] [PP9363] [UNQ1850/PRO3580]	EC 3.1.4.11
GLYAT	11q12.1	Q6IB77	Glycine N-acyltransferase (Acyl-CoA:glycine N-acyltransferase) (AAc) (Aralkyl acyl-CoA N-acyltransferase) (Aralkyl acyl-CoA:amino acid N-acyltransferase) (Benzoyl-coenzyme A:glycine N-acyltransferase) (Glycine N-benzoyltransferase) (HRP-1(CLP)) [ACGNAT] [CAT] [GAT]	EC 2.3.1.71
GLYATL1	11q12.1	Q969I3	Glycine N-acyltransferase-like protein 1 (Acyl-CoA:glycine N-acyltransferase-like protein 1) (Glutamine N-acyltransferase) [GNAT]	EC 2.3.1.68
GLYATL1B	11q12.1	A0A0U1RQE8 GLYLB_HUMAN	N-acyltransferase-like protein 1B	EC 2.3.1.68
GLYATL2	11q12.1	Q8WU03	Glycine N-acyltransferase-like protein 2 (Acyl-CoA:glycine N-acyltransferase-like protein 2)	EC 2.3.1.13
GRK2	11q13	P25098	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (G-protein coupled receptor kinase 2) [ADRBK1] [BARK] [BARK1]	EC 2.7.11.15
GSTP1	11q13	P09211	Glutathione S-transferase P (GST class-pi) (GSTP1-1) [FAEES3] [GST3]	EC 2.5.1.18
GUCY1A2	11q21-q22	P33402	Guanylate cyclase soluble subunit alpha-2 (GCS-alpha-2) [GUC1A2] [GUCSA2]	EC 4.6.1.2
HEPHL1	11q21	Q6MZM0	Ferroxidase HEPHL1 precursor (Hephaestin-like protein 1)	EC 1.16.3.1
HIPK3	11p13	Q9H422	Homeodomain-interacting protein kinase 3 (Androgen receptor-interacting nuclear protein kinase) (ANPK) (Fas-interacting serine/threonine-protein kinase) (FIST) (Homolog of protein kinase YAK1) [DYRK6] [FIST3] [PKY]	EC 2.7.11.1
HMBS	11q23.2-qter	P08397	deaminase (PBG-D) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase) [PBGD] [UPS]	EC 2.5.1.61
HRAS	11p15.5	P01112	HRas precursor (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Contains: GTPase HRas, N-terminally processed] [HRAS1]	EC 3.6.5.2
HSD17B12	11p11.2	Q53GQ0	Very-long-chain 3-oxoacyl-CoA reductase (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (Short chain dehydrogenase/reductase family 12C member 1) [SDR12C1]	EC 1.1.1.62
HSPA8	11q24.1	P11142	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8) (Heat shock protein family A member 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1) [HSC70] [HSP73] [HSPA10]	EC 3.6.4.10
IGHMBP2	11q13.2-q13.4	P38935	DNA-binding protein SMUBP-2 (ATP-dependent helicase IGHMBP2) (Glial factor 1) (GF-1) (Immunoglobulin mu-binding protein 2) [SMBP2] [SMUBP2]	EC 3.6.4.13
INPPL1	11q23	O15357	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2) [SHIP2]	EC 3.1.3.86
KAT5	11q13	Q92993	acetyltransferase KAT5 (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (HIV-1 Tat interactive protein) (Lysine acetyltransferase 5) (Protein 2-hydroxyisobutyryltransferase KAT5) (Protein acetyltransferase KAT5) (Protein crotonyltransferase KAT5) (Protein lactyltransferase KAT5) (cPLA(2)-interacting protein) [HTATIP] [TIP60]	EC 2.3.1.48
KDM2A	11q13.2	Q9Y2K7	Lysine-specific demethylase 2A (CXXC-type zinc finger protein 8) (F-box and leucine-rich repeat protein 11) (F-box protein FBL7) (F-box protein Lilina) (F-box/LRR-repeat protein 11) (JmjC domain-containing histone demethylation protein 1A) ([Histone-H3]-lysine-36 demethylase 1A) [CXXC8] [FBL11] [FBL7] [FBXL11] [JHDM1A] [KIAA1004]	EC 1.14.11.27
KDM4D	11q21	Q6B0I6	Lysine-specific demethylase 4D (JmjC domain-containing histone demethylation protein 3D) (Jumonji domain-containing protein 2D) ([histone H3]-trimethyl-L-lysine(9) demethylase 4D) [JHDM3D] [JMJD2D]	EC 1.14.11.66
KDM4E	11q21	B2RXH2	Lysine-specific demethylase 4E (KDM4D-like protein) (Lysine-specific demethylase 4D-like) ([histone H3]-trimethyl-L-lysine(9) demethylase 4E) [KDM4DL]	EC 1.14.11.66
KDM4F	11q21	A0A1W2PPD8 KDM4F_HUMAN	demethylase 4F	EC 1.14.11.66
KMT2A	11q23	Q03164	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (ALL-1) (CXXC-type zinc finger protein 7) (Cysteine methyltransferase KMT2A) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Contains: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)] [ALL1] [CXXC7] [HRX] [HTRX] [MLL] [MLL1] [TRX1]	EC 2.1.1.364
KMT5B	11q13.2	Q4FZB7	Histone-lysine N-methyltransferase KMT5B (Lysine N-methyltransferase 5B) (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) ([histone H4]-lysine20 N-methyltransferase KMT5B) [SUV420H1] [CGI-85]	EC 2.1.1.361
LDHA	11p15.4	P00338	dehydrogenase A chain (LDH-A) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59) [PIG19]	EC 1.1.1.27
LDHAL6A	11p15.1	Q6ZMR3	L-lactate dehydrogenase A-like 6A (LDHA-like protein 6A) [LDHL2]	EC 1.1.1.27
LDHC	11p15.3-p15.5	P07864	dehydrogenase C chain (LDH-C) (Cancer/testis antigen 32) (CT32) (LDH testis subunit) (LDH-X) [LDH3] [LDHX]	EC 1.1.1.27
LIPT2	11q13.4	A6NK58	Octanoyl-[acyl-carrier-protein]:protein N-octanoyltransferase LIPT2, mitochondrial precursor (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Lipoyltransferase 2) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	EC 2.3.1.181
MACROD1	11q11	Q9BQ69	ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) [LRP16]	EC 3.1.1.106
MAP3K11	11q13.1-q13.3	Q16584	Mitogen-activated protein kinase kinase kinase 11 (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase) [MLK3] [PTK1] [SPRK]	EC 2.7.11.25
MAP4K2	11q13	Q12851	protein kinase kinase kinase kinase 2 (B lymphocyte serine/threonine-protein kinase) (Germinal center kinase) (GC kinase) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein) [GCK] [RAB8IP]	EC 2.7.11.1
MARK2	11q12-q13	Q7KZI7	Serine/threonine-protein kinase MARK2 (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b) [EMK1]	EC 2.7.11.26
ME3	11cen-q22.3	Q16798	malic enzyme, mitochondrial precursor (NADP-ME) (Malic enzyme 3)	EC 1.1.1.40
MICAL2	11p15.3	O94851	[F-actin]-monooxygenase MICAL2 (MICAL C-terminal-like protein) (Mical-cL) (Molecule interacting with CasL protein 2) (MICAL-2) [KIAA0750] [MICAL2PV1] [MICAL2PV2] [MICALCL]	EC 1.14.13.225
